Rank,Name,Platform,Year,Month,Date,Genre,Publisher,Developer,Critic_Score,User_Score,NA_Sales,PAL_Sales,JP_Sales,Other_Sales,Global_Sales,URL,New_Genre
4011,The Sims 3: Generations,PC,2011.0,May,31.0,undefined,Electronic Arts  ,The Sims Studio  ,6.5,,0.4,0.23,,,0.63,https://www.vgchartz.com/game/51460/the-sims-3-generations/?region=All,Simulation
4012,Sim Theme Park,PS,1999.0,Oct,24.0,undefined,Electronic Arts  ,Climax Group  ,8.5,,0.35,0.24,,0.04,0.63,https://www.vgchartz.com/game/13745/sim-theme-park/?region=All,Strategy
4013,Iron Man,PSP,2008.0,May,2.0,undefined,Sega  ,Artificial Mind and Movement  ,5.0,,0.46,0.09,,0.09,0.63,https://www.vgchartz.com/game/13838/iron-man/?region=All,Action
4014,Just Dance 3,PS3,2011.0,Dec,6.0,undefined,Ubisoft  ,Ubisoft Paris  ,,,0.34,0.21,,0.09,0.63,https://www.vgchartz.com/game/51776/just-dance-3/?region=All,Misc
4015,Wolfenstein,PS3,2009.0,Aug,18.0,undefined,Activision  ,Raven Software  ,7.2,,0.25,0.27,,0.11,0.63,https://www.vgchartz.com/game/34951/wolfenstein/?region=All,Shooter
4016,FIFA Soccer 2003,XB,2002.0,Nov,12.0,undefined,EA Sports  ,EA Canada  ,,,0.2,0.4,,0.04,0.63,https://www.vgchartz.com/game/6261/fifa-soccer-2003/?region=All,Sports
4017,The Lord of the Rings: Conquest,X360,2009.0,Jan,13.0,undefined,Electronic Arts  ,Pandemic Studios  ,5.9,,0.37,0.2,,0.06,0.63,https://www.vgchartz.com/game/25383/the-lord-of-the-rings-conquest/?region=All,Action
4018,Dragon Age II,PC,2011.0,Mar,8.0,undefined,Electronic Arts  ,BioWare Corp.  ,7.9,,0.23,0.33,,0.08,0.63,https://www.vgchartz.com/game/44010/dragon-age-ii/?region=All,Action
4019,Monster Hunter 2,PS2,2006.0,Feb,16.0,undefined,Capcom  ,Capcom  ,,,,,0.63,,0.63,https://www.vgchartz.com/game/3835/monster-hunter-2/?region=All,Role-Playing
4020,LEGO The Incredibles,NS,2018.0,Jun,15.0,undefined,Warner Bros. Interactive Entertainment  ,Traveller's Tales  ,6.5,,0.35,0.21,0.01,0.06,0.63,https://www.vgchartz.com/game/221760/lego-the-incredibles/?region=All,undefined
4021,Assassin's Creed IV: Black Flag,PC,2013.0,Nov,19.0,undefined,Ubisoft  ,Ubisoft Montreal  ,8.5,,0.24,0.34,,0.05,0.63,https://www.vgchartz.com/game/71749/assassins-creed-iv-black-flag/?region=All,Action
4022,NASCAR 06: Total Team Control,PS2,2005.0,Aug,30.0,undefined,EA Sports  ,EA Tiburon  ,,,0.53,0.02,,0.09,0.63,https://www.vgchartz.com/game/5416/nascar-06-total-team-control/?region=All,Racing
4023,Condemned 2: Bloodshot,X360,2008.0,Mar,11.0,undefined,Sega  ,Monolith Productions  ,8.2,,0.38,0.19,,0.06,0.63,https://www.vgchartz.com/game/14183/condemned-2-bloodshot/?region=All,Action
4024,Dogz,GBA,2005.0,Nov,17.0,undefined,Ubisoft  ,MTO  ,4.1,,0.45,0.17,,0.01,0.63,https://www.vgchartz.com/game/14958/dogz/?region=All,Simulation
4025,A Bug's Life,N64,1999.0,Apr,30.0,undefined,Activision  ,Traveller's Tales  ,6.1,,0.49,0.13,,0.01,0.63,https://www.vgchartz.com/game/21/a-bugs-life/?region=All,Platform
4026,Super Castlevania IV,SNES,1991.0,Dec,1.0,undefined,Konami  ,Konami  ,,,0.32,0.05,0.25,0.01,0.63,https://www.vgchartz.com/game/4416/super-castlevania-iv/?region=All,Platform
4027,Worldwide Soccer Manager 2006,PC,2005.0,Jan,1.0,undefined,Sega  ,Sports Interactive  ,9.0,,,0.01,,0.0,0.01,https://www.vgchartz.com/game/15222/worldwide-soccer-manager-2006/?region=All,Sports
4028,Plants vs. Zombies: Garden Warfare 2,PS4,2016.0,Feb,23.0,undefined,Electronic Arts  ,PopCap Games  ,,,0.22,0.31,,0.1,0.63,https://www.vgchartz.com/game/85746/plants-vs-zombies-garden-warfare-2/?region=All,Shooter
4029,LEGO Pirates of the Caribbean: The Video Game,3DS,2011.0,May,10.0,undefined,Disney Interactive Studios  ,TT Fusion  ,7.0,,0.29,0.28,,0.06,0.63,https://www.vgchartz.com/game/50232/lego-pirates-of-the-caribbean-the-video-game/?region=All,Action
4030,Friday the 13th: The Game,PC,,,,undefined,Unknown  ,IllFonic  ,,,,,,,,https://www.vgchartz.com/game/223441/friday-the-13th-the-game/?region=All,undefined
4031,XCOM: Enemy Unknown,X360,2012.0,Oct,9.0,undefined,2K Games  ,Firaxis Games  ,8.8,,0.36,0.22,,0.06,0.63,https://www.vgchartz.com/game/70980/xcom-enemy-unknown/?region=All,Strategy
4032,Mobile Suit Z Gundam: AEUG vs. Titans,PS2,2003.0,Dec,4.0,undefined,Bandai  ,Bandai  ,,,,,0.63,,0.63,https://www.vgchartz.com/game/3815/mobile-suit-z-gundam-aeug-vs-titans/?region=All,Fighting
4033,Juiced 2: Hot Import Nights,X360,2007.0,Sep,17.0,undefined,THQ  ,Juice Games  ,,,0.22,0.34,,0.07,0.63,https://www.vgchartz.com/game/6983/juiced-2-hot-import-nights/?region=All,Racing
4034,Sega Rally Revo,PS3,2007.0,Oct,9.0,undefined,Sega  ,Sega Racing Studio  ,,,0.07,0.43,,0.14,0.63,https://www.vgchartz.com/game/7628/sega-rally-revo/?region=All,Racing
4035,Ape Escape 2,PS2,2003.0,Jun,30.0,undefined,Ubisoft  ,SCE Japan Studio  ,8.0,,0.12,0.09,0.38,0.03,0.63,https://www.vgchartz.com/game/87/ape-escape-2/?region=All,Platform
4036,X-Man,2600,1983.0,Jan,1.0,undefined,Unknown  ,Universal Gamex  ,,,0.58,0.04,,0.01,0.63,https://www.vgchartz.com/game/21678/x-man/?region=All,Action
4037,Dead Rising 2,PC,2010.0,Sep,28.0,undefined,Capcom  ,Blue Castle Games  ,7.7,,0.1,0.02,,0.01,0.14,https://www.vgchartz.com/game/31568/dead-rising-2/?region=All,Action
4038,Shin Megami Tensei: Persona 3 FES,PS2,2008.0,Apr,22.0,undefined,Atlus  ,Atlus  ,8.7,,0.22,0.2,0.16,0.05,0.63,https://www.vgchartz.com/game/16988/shin-megami-tensei-persona-3-fes/?region=All,Role-Playing
4039,FIFA Soccer 2002,PS2,2001.0,Nov,1.0,undefined,EA Sports  ,EA Canada  ,,,0.31,0.24,,0.08,0.63,https://www.vgchartz.com/game/5085/fifa-soccer-2002/?region=All,Sports
4040,Final Fantasy VII International,PS,1997.0,Oct,2.0,undefined,Square  ,SquareSoft  ,,,,,0.59,0.04,0.63,https://www.vgchartz.com/game/3323/final-fantasy-vii-international/?region=All,Role-Playing
4041,Cooking Mama 4: Kitchen Magic!,3DS,2011.0,Nov,15.0,undefined,Majesco  ,Cooking Mama Ltd.  ,,,0.5,0.07,,0.06,0.63,https://www.vgchartz.com/game/50835/cooking-mama-4-kitchen-magic/?region=All,Simulation
4042,Okami,PS2,2006.0,Sep,19.0,undefined,Capcom  ,Clover Studio  ,9.4,9.0,0.11,0.03,0.15,0.34,0.63,https://www.vgchartz.com/game/1669/okami/?region=All,Action
4043,NHL 2001,PS,2000.0,Sep,26.0,undefined,EA Sports  ,Page 44 Studios  ,,,0.35,0.24,,0.04,0.63,https://www.vgchartz.com/game/13374/nhl-2001/?region=All,Sports
4044,Transformers: Revenge of the Fallen,X360,2009.0,Jun,23.0,undefined,Activision  ,Luxoflux Corp.  ,6.1,,0.34,0.23,,0.06,0.63,https://www.vgchartz.com/game/31408/transformers-revenge-of-the-fallen/?region=All,undefined
4045,FIFA Soccer,PSV,2012.0,Feb,15.0,undefined,EA Sports  ,EA Canada  ,,,0.16,0.35,0.02,0.09,0.63,https://www.vgchartz.com/game/70551/fifa-soccer/?region=All,Sports
4046,Tony Hawk's Project 8,PS3,2006.0,Nov,17.0,undefined,Activision  ,Neversoft Entertainment  ,7.9,,0.3,0.23,0.01,0.1,0.63,https://www.vgchartz.com/game/5923/tony-hawks-project-8/?region=All,Sports
4047,Cabela's Big Game Hunter (2008),Wii,2007.0,Nov,13.0,undefined,Activision  ,Magic Wand Productions  ,,,0.58,0.0,,0.05,0.63,https://www.vgchartz.com/game/13687/cabelas-big-game-hunter-2008/?region=All,Sports
4048,NieR,PS3,2010.0,Apr,27.0,undefined,Square Enix  ,Cavia Inc.  ,6.6,,0.17,0.19,0.2,0.07,0.63,https://www.vgchartz.com/game/34736/nier/?region=All,Role-Playing
4049,Buzz Lightyear of Star Command,PS,2000.0,Sep,26.0,undefined,Activision  ,Traveller's Tales  ,,,0.35,0.24,,0.04,0.63,https://www.vgchartz.com/game/33184/buzz-lightyear-of-star-command/?region=All,Platform
4050,Namco Museum,GC,2002.0,Oct,9.0,undefined,Namco  ,Mass Media  ,5.3,,0.48,0.13,,0.02,0.63,https://www.vgchartz.com/game/1472/namco-museum/?region=All,Misc
4051,Test Drive Unlimited 2,PS3,2011.0,Feb,8.0,undefined,Atari  ,Eden Studios  ,6.9,,0.16,0.35,0.01,0.11,0.63,https://www.vgchartz.com/game/43818/test-drive-unlimited-2/?region=All,Racing
4052,Hand of Fate,PC,2015.0,Feb,17.0,undefined,Defiant Development  ,Defiant Development  ,,,,,,,,https://www.vgchartz.com/game/223442/hand-of-fate/?region=All,undefined
4053,Ghostbusters: The Video Game,X360,2009.0,Jun,16.0,undefined,Atari  ,Terminal Reality  ,7.7,,0.43,0.14,,0.06,0.62,https://www.vgchartz.com/game/35367/ghostbusters-the-video-game/?region=All,Action
4054,Nobunaga no Yabou: Haouden,SNES,1993.0,Dec,9.0,undefined,KOEI  ,Koei  ,,,0.3,,0.32,,0.62,https://www.vgchartz.com/game/2835/nobunaga-no-yabou-haouden/?region=All,Strategy
4055,Kinect Sports Rivals,XOne,2014.0,Apr,8.0,undefined,Microsoft Studios  ,Rare Ltd.  ,,,0.3,0.25,0.02,0.05,0.62,https://www.vgchartz.com/game/73084/kinect-sports-rivals/?region=All,Sports
4056,Virtua Cop,SAT,1995.0,Dec,1.0,undefined,Sega  ,Sega-AM2  ,,,,,0.62,,0.62,https://www.vgchartz.com/game/4658/virtua-cop/?region=All,Shooter
4057,Metal Gear Solid 2: Substance,XB,2002.0,Nov,4.0,undefined,Konami  ,Konami Computer Entertainment Japan  ,8.7,,0.38,0.22,,0.03,0.62,https://www.vgchartz.com/game/1327/metal-gear-solid-2-substance/?region=All,Action
4058,Tony Hawk's American Wasteland,XB,2005.0,Oct,18.0,undefined,Activision  ,Neversoft Entertainment  ,,,0.4,0.2,,0.03,0.62,https://www.vgchartz.com/game/2484/tony-hawks-american-wasteland/?region=All,Sports
4059,WWF in Your House,PS,1996.0,Oct,31.0,undefined,Acclaim Entertainment  ,"Sculptured Software, Inc.  ",,,0.35,0.24,,0.04,0.62,https://www.vgchartz.com/game/13381/wwf-in-your-house/?region=All,Fighting
4060,Family Feud: 2010 Edition,Wii,2009.0,Sep,29.0,undefined,Ubisoft  ,Ludia Inc.  ,,,0.58,,,0.04,0.62,https://www.vgchartz.com/game/36598/family-feud-2010-edition/?region=All,Misc
4061,The Princess and the Frog,DS,2009.0,Nov,17.0,undefined,Disney Interactive Studios  ,Griptonite Games  ,,,0.41,0.16,,0.06,0.62,https://www.vgchartz.com/game/40055/the-princess-and-the-frog/?region=All,Platform
4062,Wild ARMs 3,PS2,2002.0,Oct,15.0,undefined,Sony Computer Entertainment  ,Media.Vision  ,7.6,,0.16,0.13,0.29,0.04,0.62,https://www.vgchartz.com/game/2670/wild-arms-3/?region=All,Role-Playing
4063,NBA ShootOut '97,PS,1997.0,Mar,14.0,undefined,Sony Computer Entertainment  ,SCEE London Studio  ,,,0.35,0.24,,0.04,0.62,https://www.vgchartz.com/game/26959/nba-shootout-97/?region=All,Sports
4064,Madden NFL 07,GC,2006.0,Aug,22.0,undefined,EA Sports  ,EA Tiburon  ,8.5,,0.48,0.13,,0.02,0.62,https://www.vgchartz.com/game/5292/madden-nfl-07/?region=All,Sports
4065,LEGO The Hobbit,PS4,2014.0,Apr,8.0,undefined,Warner Bros. Interactive Entertainment  ,Traveller's Tales  ,,,0.14,0.39,,0.1,0.62,https://www.vgchartz.com/game/78939/lego-the-hobbit/?region=All,Action
4066,Battlezone,2600,1983.0,Jan,1.0,undefined,Atari  ,Atari  ,,,0.58,0.03,,0.01,0.62,https://www.vgchartz.com/game/19692/battlezone/?region=All,Shooter
4067,Tiger Woods PGA Tour 2004,XB,2003.0,Sep,22.0,undefined,EA Sports  ,EA Redwood Shores  ,,,0.47,0.13,,0.02,0.62,https://www.vgchartz.com/game/23381/tiger-woods-pga-tour-2004/?region=All,Sports
4068,Donkey Kong Barrel Blast,Wii,2007.0,Oct,8.0,undefined,Nintendo  ,Paon Corporation  ,4.8,,0.19,0.26,0.11,0.06,0.62,https://www.vgchartz.com/game/6975/donkey-kong-barrel-blast/?region=All,Racing
4069,Jak and Daxter: The Lost Frontier,PSP,2009.0,Nov,3.0,undefined,Sony Computer Entertainment  ,High Impact Games  ,7.5,,0.18,0.28,0.0,0.16,0.62,https://www.vgchartz.com/game/33208/jak-and-daxter-the-lost-frontier/?region=All,Platform
4070,Guitar Hero: Metallica,PS3,2009.0,Mar,29.0,undefined,Activision  ,Neversoft Entertainment  ,,,0.28,0.24,,0.1,0.62,https://www.vgchartz.com/game/23618/guitar-hero-metallica/?region=All,Misc
4071,World of Final Fantasy,PS4,2016.0,Oct,25.0,undefined,Square Enix  ,Square Enix  ,,,0.24,0.21,0.09,0.09,0.62,https://www.vgchartz.com/game/85673/world-of-final-fantasy/?region=All,undefined
4072,Tak 2: The Staff of Dreams,PS2,2004.0,Oct,11.0,undefined,THQ  ,Avalanche Software  ,,,0.3,0.24,,0.08,0.62,https://www.vgchartz.com/game/5796/tak-2-the-staff-of-dreams/?region=All,Platform
4073,Warriors Orochi 3,PS3,2012.0,Mar,20.0,undefined,Tecmo Koei  ,Omega Force  ,,,,0.04,0.57,0.01,0.62,https://www.vgchartz.com/game/70568/warriors-orochi-3/?region=All,Action
4074,Red Steel 2,Wii,2010.0,Mar,23.0,undefined,Ubisoft  ,Ubisoft Paris  ,7.8,8.5,0.35,0.21,0.01,0.06,0.62,https://www.vgchartz.com/game/16284/red-steel-2/?region=All,Shooter
4075,Disney Universe,PS3,2011.0,Oct,25.0,undefined,Disney Interactive Studios  ,Disney Interactive Studios  ,7.4,,0.3,0.23,,0.09,0.62,https://www.vgchartz.com/game/51385/disney-universe/?region=All,Action
4076,Viewtiful Joe,GC,2003.0,Oct,7.0,undefined,Capcom  ,Clover Studio  ,9.4,,0.38,0.1,0.12,0.02,0.62,https://www.vgchartz.com/game/2599/viewtiful-joe/?region=All,Action
4077,Beetle Adventure Racing!,N64,1999.0,Mar,24.0,undefined,Electronic Arts  ,"Paradigm Entertainment, Electronic Arts  ",9.2,,0.4,0.2,,0.02,0.62,https://www.vgchartz.com/game/186/beetle-adventure-racing/?region=All,Racing
4078,The Urbz: Sims in the City,GBA,2004.0,Nov,9.0,undefined,Electronic Arts  ,Griptonite Games  ,,,0.37,0.22,,0.03,0.62,https://www.vgchartz.com/game/6493/the-urbz-sims-in-the-city/?region=All,Simulation
4079,Disney's 102 Dalmatians: Puppies to the Rescue,PS,2000.0,Nov,8.0,undefined,Eidos Interactive  ,Toys for Bob  ,,,0.34,0.23,,0.04,0.62,https://www.vgchartz.com/game/24907/disneys-102-dalmatians-puppies-to-the-rescue/?region=All,Platform
4080,South Park: The Fractured But Whole,XOne,2017.0,Oct,17.0,undefined,Ubisoft  ,Ubisoft San Francisco  ,,,0.4,0.17,,0.06,0.62,https://www.vgchartz.com/game/85737/south-park-the-fractured-but-whole/?region=All,undefined
4081,Strike Force Bowling,PS2,2004.0,May,10.0,undefined,Crave Entertainment  ,Lab Rats Games  ,,,0.3,0.24,,0.08,0.62,https://www.vgchartz.com/game/5783/strike-force-bowling/?region=All,Sports
4082,DJ Hero 2,Wii,2010.0,Oct,19.0,undefined,Activision  ,FreeStyle Games  ,8.7,,0.48,0.09,,0.04,0.62,https://www.vgchartz.com/game/42657/dj-hero-2/?region=All,Misc
4083,The Black Eyed Peas Experience,Wii,2011.0,Nov,8.0,undefined,Ubisoft  ,Ubisoft  ,,,0.37,0.19,,0.06,0.62,https://www.vgchartz.com/game/52436/the-black-eyed-peas-experience/?region=All,Misc
4084,F1 2017,PS4,2017.0,Aug,25.0,undefined,Deep Silver  ,Codemasters  ,,,0.04,0.47,0.02,0.09,0.62,https://www.vgchartz.com/game/177462/f1-2017/?region=All,undefined
4085,Bolt,DS,2008.0,Nov,18.0,undefined,Disney Interactive Studios  ,Avalanche Software  ,,,0.35,0.21,,0.06,0.62,https://www.vgchartz.com/game/25833/bolt/?region=All,Adventure
4086,Halloween,2600,1983.0,Jan,1.0,undefined,Unknown  ,Wizard Video Games  ,,,0.58,0.03,,0.01,0.62,https://www.vgchartz.com/game/20300/halloween/?region=All,Action
4087,Start the Party!,PS3,2010.0,Sep,7.0,undefined,Sony Computer Entertainment  ,Supermassive Games Ltd.  ,6.1,,0.07,0.41,,0.13,0.62,https://www.vgchartz.com/game/46037/start-the-party/?region=All,Misc
4088,Bass Landing,PS,2000.0,Sep,7.0,undefined,Agetec  ,ASC Games  ,,,0.21,0.14,0.23,0.04,0.62,https://www.vgchartz.com/game/2881/bass-landing/?region=All,Sports
4089,Shellshock: Nam 67,PS2,2004.0,Sep,14.0,undefined,Eidos Interactive  ,Guerrilla Games  ,,,0.3,0.24,,0.08,0.62,https://www.vgchartz.com/game/5685/shellshock-nam-67/?region=All,undefined
4090,Pixel Piracy,PC,2015.0,Apr,23.0,undefined,Re-Logic  ,Quadro Delta  ,,,,,,,,https://www.vgchartz.com/game/83979/pixel-piracy/?region=All,undefined
4091,Mario's Picross,GB,1995.0,Mar,1.0,undefined,Nintendo  ,Jupiter Multimedia  ,,,,,0.62,,0.62,https://www.vgchartz.com/game/3718/marios-picross/?region=All,Puzzle
4092,Pac-Man Player's Choice Bundle,GC,2003.0,Dec,2.0,undefined,Namco  ,Namco  ,,,0.48,0.12,,0.02,0.62,https://www.vgchartz.com/game/1706/pac-man-players-choice-bundle/?region=All,Misc
4093,Tousouchuu: Shijou Saikyou no Hunter-Tachi Kara Nigekire!,3DS,2012.0,Jul,5.0,undefined,Namco Bandai Games  ,Infinity  ,,,,,0.62,,0.62,https://www.vgchartz.com/game/70841/tousouchuu-shijou-saikyou-no-hunter-tachi-kara-nigekire/?region=All,undefined
4094,Prince of Persia: The Forgotten Sands,X360,2010.0,May,18.0,undefined,Ubisoft  ,Ubisoft Montreal  ,7.5,,0.3,0.26,0.0,0.06,0.62,https://www.vgchartz.com/game/41293/prince-of-persia-the-forgotten-sands/?region=All,Action
4095,NHL 15,PS4,2014.0,Sep,9.0,undefined,EA Sports  ,EA Canada  ,,,0.32,0.19,,0.11,0.62,https://www.vgchartz.com/game/82006/nhl-15/?region=All,Sports
4096,Fighters MEGAMiX,SAT,1997.0,Apr,30.0,undefined,Sega  ,Sega-AM2  ,,,,,0.62,,0.62,https://www.vgchartz.com/game/3300/fighters-megamix/?region=All,Fighting
4097,Bahamut Lagoon,SNES,1996.0,Feb,9.0,undefined,Square  ,SquareSoft  ,,,,,0.62,,0.62,https://www.vgchartz.com/game/2873/bahamut-lagoon/?region=All,Role-Playing
4098,Tomb Raider III: Adventures of Lara Croft,PC,1998.0,Nov,30.0,undefined,Eidos Interactive  ,Core Design Ltd.  ,7.3,,0.59,0.03,,,0.62,https://www.vgchartz.com/game/6505/tomb-raider-iii-adventures-of-lara-croft/?region=All,Action
4099,Phoenix Wright: Ace Attorney - Trials and Tribulations,DS,2007.0,Oct,23.0,undefined,Capcom  ,Capcom  ,7.9,,0.3,0.03,0.25,0.03,0.62,https://www.vgchartz.com/game/7248/phoenix-wright-ace-attorney-trials-and-tribulations/?region=All,Adventure
4100,Battle of Giants: Dragons,DS,2009.0,Sep,29.0,undefined,Ubisoft  ,Ubisoft Quebec  ,,,0.3,0.25,,0.06,0.62,https://www.vgchartz.com/game/36607/battle-of-giants-dragons/?region=All,Strategy
4101,Harry Potter and the Half-Blood Prince,DS,2009.0,Jun,30.0,undefined,Electronic Arts  ,Bright Light Productions  ,,,0.2,0.34,0.0,0.07,0.62,https://www.vgchartz.com/game/22036/harry-potter-and-the-half-blood-prince/?region=All,Action
4102,Dragon Quest Monsters: Joker 2 Professional,DS,2011.0,Mar,31.0,undefined,Square Enix  ,TOSE Software  ,,,,,0.62,,0.62,https://www.vgchartz.com/game/47403/dragon-quest-monsters-joker-2-professional/?region=All,Role-Playing
4103,NFL Quarterback Club 99,N64,1998.0,Nov,10.0,undefined,Acclaim Entertainment  ,Iguana Entertainment  ,,,0.59,0.02,,0.0,0.62,https://www.vgchartz.com/game/1608/nfl-quarterback-club-99/?region=All,Sports
4104,Super Robot Taisen α Gaiden,PS,2001.0,Mar,29.0,undefined,Banpresto  ,Banpresto  ,,,,,0.58,0.04,0.62,https://www.vgchartz.com/game/4467/super-robot-taisen-amp945-gaiden/?region=All,Strategy
4105,Pac-Man Party,Wii,2010.0,Nov,16.0,undefined,Namco Bandai  ,Namco Bandai Games  ,,,0.47,0.08,0.01,0.05,0.62,https://www.vgchartz.com/game/45666/pac-man-party/?region=All,Misc
4106,Wall-E,X360,2008.0,Jun,24.0,undefined,THQ  ,Heavy Iron Studios  ,5.3,,0.29,0.26,,0.07,0.62,https://www.vgchartz.com/game/17022/wall-e/?region=All,Platform
4107,Tiger Woods PGA Tour 12: The Masters,X360,2011.0,Mar,29.0,undefined,EA Sports  ,EA Tiburon  ,,,0.4,0.16,,0.05,0.62,https://www.vgchartz.com/game/49565/tiger-woods-pga-tour-12-the-masters/?region=All,Sports
4108,SpongeBob's Atlantis SquarePantis,Wii,2007.0,Nov,12.0,undefined,THQ  ,Blitz Games  ,,,0.56,0.0,,0.05,0.62,https://www.vgchartz.com/game/12774/spongebobs-atlantis-squarepantis/?region=All,Action
4109,NBA 2K9,PS3,2008.0,Oct,7.0,undefined,2K Sports  ,Visual Concepts  ,8.3,,0.56,0.0,0.0,0.05,0.62,https://www.vgchartz.com/game/24996/nba-2k9/?region=All,Sports
4110,Dragon Ball Z: Ultimate Tenkaichi,PS3,2011.0,Oct,25.0,undefined,Namco Bandai  ,Spike  ,5.0,,0.27,0.18,0.09,0.07,0.62,https://www.vgchartz.com/game/52774/dragon-ball-z-ultimate-tenkaichi/?region=All,Fighting
4111,Wet,PS3,2009.0,Sep,15.0,undefined,Bethesda Softworks  ,Artificial Mind and Movement  ,6.9,,0.22,0.27,0.01,0.11,0.62,https://www.vgchartz.com/game/13823/wet/?region=All,Shooter
4112,Formula 1: Championship Edition,PS3,2007.0,Feb,27.0,undefined,Sony Computer Entertainment  ,Studio Liverpool  ,,,,0.57,0.04,0.0,0.61,https://www.vgchartz.com/game/21400/formula-1-championship-edition/?region=All,Racing
4113,WWE SmackDown vs. Raw 2010,PSP,2009.0,Oct,20.0,undefined,THQ  ,Yuke's  ,,,0.25,0.23,,0.14,0.61,https://www.vgchartz.com/game/36360/wwe-smackdown-vs-raw-2010/?region=All,Fighting
4114,SingStar Singalong With Disney,PS2,2008.0,Nov,7.0,undefined,Sony Computer Entertainment  ,SCEE London Studio  ,,,,0.04,,0.57,0.61,https://www.vgchartz.com/game/26762/singstar-singalong-with-disney/?region=All,Misc
4115,Fire Emblem: Shadow Dragon,DS,2009.0,Feb,16.0,undefined,Nintendo  ,Intelligent Systems  ,8.2,,0.29,0.03,0.27,0.03,0.61,https://www.vgchartz.com/game/25700/fire-emblem-shadow-dragon/?region=All,Role-Playing
4116,Metroid Prime: Trilogy,Wii,2009.0,Aug,24.0,undefined,Nintendo  ,Retro Studios  ,9.0,9.6,0.42,0.05,,0.14,0.61,https://www.vgchartz.com/game/34707/metroid-prime-trilogy/?region=All,Shooter
4117,NFL Fever 2003,XB,2002.0,Aug,5.0,undefined,Microsoft Game Studios  ,Microsoft Game Studios  ,,,0.46,0.13,,0.02,0.61,https://www.vgchartz.com/game/1594/nfl-fever-2003/?region=All,Sports
4118,Vanquish,PS3,2010.0,Oct,19.0,undefined,Sega  ,PlatinumGames  ,8.5,,0.21,0.22,0.11,0.08,0.61,https://www.vgchartz.com/game/42969/vanquish/?region=All,Shooter
4119,Samurai Warriors 2,PS2,2006.0,Sep,19.0,undefined,KOEI  ,Omega Force  ,5.6,,0.02,0.02,0.57,0.01,0.61,https://www.vgchartz.com/game/4237/samurai-warriors-2/?region=All,Action
4120,Advance Wars: Days of Ruin,DS,2008.0,Jan,21.0,undefined,Nintendo  ,Intelligent Systems  ,8.4,,0.43,0.13,,0.05,0.61,https://www.vgchartz.com/game/7706/advance-wars-days-of-ruin/?region=All,Strategy
4121,2 Games in 1: Sonic Battle & ChuChu Rocket!,GBA,2005.0,Nov,16.0,undefined,THQ  ,Sonic Team  ,,,0.44,0.16,,0.01,0.61,https://www.vgchartz.com/game/36838/2-games-in-1-sonic-battle-amp-chuchu-rocket/?region=All,Misc
4122,Just Dance 2015,X360,2014.0,Oct,21.0,undefined,Ubisoft  ,Ubisoft Paris  ,,,0.42,0.13,,0.06,0.61,https://www.vgchartz.com/game/82950/just-dance-2015/?region=All,Misc
